epoch,lr,train_loss,train_loss_cls,train_loss_jepa,train_acc1,val_loss,val_acc1
30,0.00041948,1.4834,1.1125,0.3708,67.23,2.0899,47.59
31,0.00041332,1.4624,1.0968,0.3656,62.93,1.9573,49.82
32,0.00040698,1.4564,1.0923,0.3641,66.29,2.0597,52.71
33,0.00040047,1.4368,1.0776,0.3592,64.53,2.0186,53.45
34,0.0003938,1.4139,1.0604,0.3535,64.59,2.0015,55.86
35,0.00038696,1.3631,1.0223,0.3408,70.18,1.8476,57.26
36,0.00037998,1.1853,0.889,0.2963,69.92,2.0604,58.96
37,0.00037286,1.18,0.885,0.295,70.92,1.7787,60.09
38,0.0003656,1.1879,0.8909,0.297,72.66,1.7749,63.29
39,0.00035822,1.0847,0.8135,0.2712,72.64,1.7906,64.55
40,0.00035072,1.0726,0.8044,0.2681,74.68,1.7748,66.0
41,0.00034311,1.1396,0.8547,0.2849,74.3,1.8844,67.71
42,0.0003354,1.0577,0.7933,0.2644,73.13,1.7829,69.18
43,0.0003276,1.0222,0.7667,0.2556,75.39,1.5498,71.21
44,0.00031971,0.9019,0.6764,0.2255,75.56,1.5077,72.19
45,0.00031175,1.0047,0.7536,0.2512,76.77,1.5888,72.99
46,0.00030372,0.9255,0.6941,0.2314,73.17,1.5018,75.02
47,0.00029563,0.8731,0.6548,0.2183,77.74,1.4188,76.31
48,0.00028749,0.9064,0.6798,0.2266,79.26,1.4858,76.95
49,0.00027931,0.8636,0.6477,0.2159,82.29,1.4892,77.55
50,0.0002711,0.826,0.6195,0.2065,78.06,1.3917,80.45
51,0.00026287,0.9322,0.6991,0.233,77.88,1.3171,80.75
52,0.00025463,0.7652,0.5739,0.1913,79.36,1.3608,81.43
53,0.00024637,0.6749,0.5062,0.1687,83.71,1.49,82.42
54,0.00023813,0.7109,0.5332,0.1777,80.74,1.2046,84.89
55,0.0002299,0.6684,0.5013,0.1671,79.5,1.3375,84.43
56,0.00022169,0.7904,0.5928,0.1976,80.51,1.202,84.22
57,0.00021351,0.7711,0.5784,0.1928,82.37,1.22,84.78
58,0.00020537,0.763,0.5723,0.1908,86.09,1.233,86.67
59,0.00019728,0.6157,0.4618,0.1539,80.54,1.2317,87.07
60,0.00018925,0.6919,0.5189,0.173,81.65,1.0834,87.1
61,0.00018129,0.5908,0.4431,0.1477,84.26,1.1083,87.11
62,0.0001734,0.6575,0.4931,0.1644,86.37,1.2228,88.77
63,0.0001656,0.6019,0.4514,0.1505,82.18,1.257,88.91
64,0.00015789,0.6589,0.4942,0.1647,84.98,1.0832,91.28
65,0.00015028,0.6281,0.4711,0.157,84.94,1.3007,90.01
66,0.00014278,0.6608,0.4956,0.1652,81.85,1.0951,90.33
67,0.0001354,0.6134,0.4601,0.1534,82.25,0.8453,89.81
68,0.00012814,0.5599,0.42,0.14,85.04,0.9431,91.4
69,0.00012102,0.492,0.369,0.123,81.49,1.0417,91.71
70,0.00011404,0.5929,0.4447,0.1482,87.4,1.1248,91.76
71,0.0001072,0.5269,0.3952,0.1317,84.77,0.9169,91.88
72,0.00010053,0.4163,0.3122,0.1041,86.66,0.9251,92.51
73,9.402e-05,0.48,0.36,0.12,87.35,0.9515,93.45
74,8.768e-05,0.4819,0.3614,0.1205,85.67,0.808,92.82
75,8.152e-05,0.4929,0.3697,0.1232,87.22,1.0159,93.94
76,7.554e-05,0.543,0.4073,0.1358,85.9,0.7952,93.57
77,6.976e-05,0.4994,0.3746,0.1249,88.39,1.097,93.06
78,6.417e-05,0.505,0.3787,0.1262,83.97,0.8446,93.85
79,5.878e-05,0.4698,0.3523,0.1174,88.92,0.67,93.93
80,5.361e-05,0.4051,0.3038,0.1013,89.74,1.0532,94.5
81,4.865e-05,0.5468,0.4101,0.1367,84.29,0.6605,94.38
82,4.391e-05,0.5312,0.3984,0.1328,89.1,1.0427,93.58
83,3.94e-05,0.4768,0.3576,0.1192,85.0,0.7585,94.38
84,3.512e-05,0.4445,0.3334,0.1111,88.04,0.6795,95.0
85,3.107e-05,0.4494,0.337,0.1123,92.77,0.8334,94.04
86,2.727e-05,0.4384,0.3288,0.1096,87.94,0.8128,94.84
87,2.37e-05,0.376,0.282,0.094,93.01,0.7774,94.99
88,2.039e-05,0.3866,0.2899,0.0966,88.08,0.7708,95.27
89,1.733e-05,0.4367,0.3275,0.1092,89.44,0.7654,95.05
90,1.452e-05,0.4475,0.3356,0.1119,89.59,0.8361,95.22
91,1.197e-05,0.3992,0.2994,0.0998,88.39,0.6868,94.43
92,9.68e-06,0.3517,0.2638,0.0879,91.98,0.9102,94.91
93,7.66e-06,0.5109,0.3832,0.1277,90.44,0.7075,94.24
94,5.9e-06,0.3894,0.292,0.0973,87.55,0.7671,94.91
95,4.4e-06,0.3665,0.2749,0.0916,89.12,0.91,94.71
96,3.18e-06,0.378,0.2835,0.0945,89.13,0.82,94.94
97,2.23e-06,0.3484,0.2613,0.0871,91.88,0.7928,95.5
98,1.55e-06,0.4493,0.337,0.1123,89.93,0.6322,95.73
99,1.14e-06,0.3564,0.2673,0.0891,93.54,0.7054,95.61
100,1e-06,0.3137,0.2353,0.0784,92.39,0.6068,94.95
